Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
20021028,Allsvenskan,25,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Söderstadion11 113,11113
20021020,Allsvenskan,24,IFK&nbspGöteborg – Landskrona&nbspBoIS,D 0–0 (0–0),Ullevi5 379,5379
20021007,Allsvenskan,23,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 0–1 (0–0),Gamla&nbspUllevi (1916)7 139,7139
20020929,Allsvenskan,22,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Örjans&nbspvall8 165,8165
20020923,Allsvenskan,21,IFK&nbspGöteborg – AIK,W 2–0 (1–0),Gamla&nbspUllevi (1916)8 133,8133
20020915,Allsvenskan,20,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 4–2 (3–1),Malmö&nbspStadion11 972,11972
20020910,Allsvenskan,19,IFK&nbspGöteborg – Örgryte&nbspIS,L 2–5 (0–1),Ullevi42 386,42386
20020902,Allsvenskan,18,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Norrköpings&nbspIdrottspark12 332,12332
20020829,UEFA-cupen,Kval,IFK&nbspGöteborg – FC&nbspZimbru&nbspChisinau,D 2–2 (2–2),Gamla&nbspUllevi (1916)2 109,2109
20020825,Allsvenskan,17,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 1–2 (0–0),Gamla&nbspUllevi (1916)9 554,9554
20020818,Allsvenskan,16,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 2–1 (2–1),Ryavallen7 853,7853
20020815,UEFA-cupen,Kval,FC&nbspZimbru&nbspChisinau –&nbspIFK&nbspGöteborg,L 3–1 (3–1),Stadionul&nbspRepublican7 000,7000
20020811,Allsvenskan,15,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Eyravallen7 438,7438
20020808,Allsvenskan,14,IFK&nbspGöteborg – GIF&nbspSundsvall,D 0–0 (0–0),Gamla&nbspUllevi (1916)5 765,5765
20020805,Allsvenskan,13,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–2 (0–2),Landskrona&nbspIdrottsplats6 156,6156
20020729,Allsvenskan,12,AIK –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Råsunda&nbspFotbollsstadion18 472,18472
20020726,Svenska cupen,Kvartsfinal,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Ryavallen3 282,3282
20020723,Allsvenskan,11,IFK&nbspGöteborg – Malmö&nbspFF,L 0–4 (0–2),Gamla&nbspUllevi (1916)10 471,10471
20020717,Allsvenskan,10,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Olympia12 619,12619
20020708,Allsvenskan,9,IFK&nbspGöteborg – Halmstads&nbspBK,W 1–0 (0–0),Gamla&nbspUllevi (1916)9 289,9289
20020704,Allsvenskan,8,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Fredriksskans9 290,9290
20020627,Svenska cupen,4,IFK&nbspGöteborg – Bunkeflo&nbspIF,W 5–0 (2–0),Gamla&nbspUllevi (1916)1 300,1300
20020613,Vänskapsmatch,N/A,Korsnäs&nbspIF –&nbspIFK&nbspGöteborg,W 1–7 (0–3),Fredriksberg500,500
20020611,Vänskapsmatch,N/A,IFK&nbspGöteborg – GIF&nbspSundsvall,W 3–2 (0–2),Mockfjärds&nbspIdrottsplats,
20020517,Svenska cupen,3,IFK&nbspGöteborg – Syrianska&nbspFC,W 4–1 (2–0),Gamla&nbspUllevi (1916)1 328,1328
20020514,Allsvenskan,7,IFK&nbspGöteborg – Hammarby&nbspIF,W 3–1 (2–1),Gamla&nbspUllevi (1916)8 155,8155
20020508,Allsvenskan,6,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 2–1 (1–0),Ullevi37 763,37763
20020504,Svenska cupen,2,Carlstad&nbspUnited&nbspBK –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Ilanda&nbspIdrottsplats800,800
20020501,Allsvenskan,5,IFK&nbspGöteborg – IFK&nbspNorrköping,W 1–0 (0–0),Gamla&nbspUllevi (1916)6 628,6628
20020427,Allsvenskan,4,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Stockholms&nbspStadion13 635,13635
20020422,Allsvenskan,3,IFK&nbspGöteborg – IF&nbspElfsborg,L 1–2 (0–0),Gamla&nbspUllevi (1916)12 169,12169
20020414,Allsvenskan,2,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Sundsvall&nbspPark&nbspArena8 064,8064
20020408,Allsvenskan,1,IFK&nbspGöteborg – Örebro&nbspSK,D 1–1 (0–1),Gamla&nbspUllevi (1916)9 225,9225
20020331,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,L 0–2 (0–1),Ullevi834,834
20020328,Triangelserien,N/A,IFK&nbspGöteborg – GAIS,W 3–0 (2–0),Ullevi3 315,3315
20020321,Triangelserien,N/A,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Ullevi2 019,2019
20020316,Vänskapsmatch,N/A,IFK&nbspGöteborg – FC&nbspIrtysh&nbspOmsk,L 1–2 (1–2),Cypern,
20020315,Vänskapsmatch,N/A,IFK&nbspGöteborg – HJK&nbspHelsingfors,D 1–1 (1–1),Ayia&nbspNapa,
20020313,Vänskapsmatch,N/A,IFK&nbspGöteborg – FC&nbspHaka,W 2–1 (2–1),Cypern64,64
20020309,Vänskapsmatch,N/A,BK&nbspHäcken –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Grimbo&nbspBollfält700,700
20020302,Vänskapsmatch,N/A,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Rydets&nbspIdrottsplats (konstgräs)500,500
20020214,Vänskapsmatch,N/A,FC&nbspMidtjylland –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Herning,
20020212,Vänskapsmatch,N/A,IFK&nbspGöteborg – Silkeborg&nbspIF,L 0–1 (0–1),Silkeborg,
20020111,Vänskapsmatch,N/A,IFK&nbspGöteborg – Fenerbache&nbspSK,L 0–3 (0–1),Antalya&nbspAtatürk&nbspStadium5 000,5000
20020107,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspSturm&nbspGraz,W 3–2 (0–2),Antalya&nbspAtatürk&nbspStadium2 000,2000
20011027,Allsvenskan,26,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Olympia11 500,11500
20011023,Allsvenskan,25,IFK&nbspGöteborg – Halmstads&nbspBK,W 2–1 (1–0),Gamla&nbspUllevi (1916)6 688,6688
20011015,Allsvenskan,24,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Sundsvalls&nbspIdrottspark5 000,5000
20011001,Allsvenskan,23,IFK&nbspGöteborg – Örgryte&nbspIS,D 1–1 (0–0),Gamla&nbspUllevi (1916)16 095,16095
20010925,Allsvenskan,22,AIK –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Råsunda&nbspFotbollsstadion15 720,15720
20010917,Allsvenskan,21,IFK&nbspGöteborg – Malmö&nbspFF,W 4–0 (1–0),Gamla&nbspUllevi (1916)9 089,9089
20010910,Allsvenskan,20,Örebro&nbspSK –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Eyravallen7 990,7990
20010827,Allsvenskan,19,IFK&nbspGöteborg – Hammarby&nbspIF,W 1–0 (0–0),Gamla&nbspUllevi (1916)14 841,14841
20010820,Allsvenskan,18,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 3–2 (1–1),Gamla&nbspUllevi (1916)5 742,5742
20010809,Allsvenskan,17,BK&nbspHäcken –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Rambergsvallen4 703,4703
20010805,Allsvenskan,16,IFK&nbspGöteborg – IF&nbspElfsborg,D 2–2 (2–0),Gamla&nbspUllevi (1916)9 619,9619
20010731,Allsvenskan,15,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 0–2 (0–1),Gamla&nbspUllevi (1916)14 489,14489
20010723,Allsvenskan,14,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 2–3 (0–2),Norrköpings&nbspIdrottspark11 809,11809
20010715,Allsvenskan,13,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Vångavallen3 203,3203
20010711,Vänskapsmatch,N/A,Lysekils&nbspFF-komb. –&nbspIFK&nbspGöteborg,W 0–3 (0–2),Gullmarsvallen977,977
20010703,Allsvenskan,12,IFK&nbspGöteborg – IFK&nbspNorrköping,W 2–1 (2–0),Gamla&nbspUllevi (1916)9 492,9492
20010625,Allsvenskan,11,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (0–1),Stockholms&nbspStadion13 175,13175
20010618,Allsvenskan,10,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–2 (1–2),Ryavallen14 662,14662
20010611,Allsvenskan,9,IFK&nbspGöteborg – BK&nbspHäcken,D 1–1 (0–1),Gamla&nbspUllevi (1916)9 353,9353
20010528,Allsvenskan,8,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Gamla&nbspUllevi (1916)16 978,16978
20010520,Allsvenskan,7,IFK&nbspGöteborg – GIF&nbspSundsvall,D 1–1 (1–1),Gamla&nbspUllevi (1916)6 770,6770
20010514,Allsvenskan,6,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 0–6 (0–3),Malmö&nbspStadion12 109,12109
20010507,Allsvenskan,5,IFK&nbspGöteborg – AIK,W 1–0 (1–0),Gamla&nbspUllevi (1916)12 191,12191
20010501,Allsvenskan,4,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Söderstadion10 667,10667
20010427,Svenska cupen,3,IFK&nbspGöteborg – Malmö&nbspFF,W 1–2 (1–1),Gamla&nbspUllevi (1916)5 528,5528
20010421,Allsvenskan,3,IFK&nbspGöteborg – Örebro&nbspSK,W 3–1 (0–0),Gamla&nbspUllevi (1916)7 222,7222
20010418,Allsvenskan,2,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Örjans&nbspvall5 160,5160
20010412,Svenska cupen,5,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 2–1 (1–1),Ullevi,
20010409,Allsvenskan,1,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 2–1 (2–0),Gamla&nbspUllevi (1916)11 599,11599
20010331,Svenska cupen,4,Husqvarna&nbspFF –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Rosenlunds&nbspIdrottsplats1 200,1200
20010325,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,W 2–0 (2–0),Ullevi3 102,3102
20010320,Vänskapsmatch,N/A,IFK&nbspGöteborg – Moss&nbspFK,D 1–1 (1–1),Valhalla&nbspIdrottsplats500,500
20010317,Vänskapsmatch,N/A,IFK&nbspGöteborg – FK&nbspKrasnodar,D 2–2 (1–1),Ayia&nbspNapa100,100
20010314,Vänskapsmatch,N/A,IFK&nbspGöteborg – FC&nbspHaka,D 1–1 (1–0),Ayia&nbspNapa100,100
20010310,Vänskapsmatch,N/A,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 6–3 (4–0),Valhalla&nbspIdrottsplats1 000,1000
20010303,Vänskapsmatch,N/A,BK&nbspHäcken –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Rambergsvallen (grus)1 000,1000
20010215,Vänskapsmatch,N/A,IFK&nbspGöteborg – Molde&nbspFK,L 0–1 (0–0),La&nbspManga150,150
20010211,Vänskapsmatch,N/A,IFK&nbspGöteborg – SK&nbspBrann,L 2–6 (0–2),La&nbspManga200,200
20010208,Vänskapsmatch,N/A,IFK&nbspGöteborg – Halmstads&nbspBK,D 2–2 (1–1),La&nbspManga,
20001104,Allsvenskan,26,IFK&nbspGöteborg – BK&nbspHäcken,W 6–2 (4–0),Ullevi3 058,3058
20001028,Allsvenskan,25,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–2 (0–2),Gamla&nbspUllevi (1916)9 141,9141
20001022,Allsvenskan,24,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 3–0 (2–0),Gamla&nbspUllevi (1916)3 369,3369
20001016,Allsvenskan,23,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Ryavallen12 514,12514
20001002,Allsvenskan,22,IFK&nbspGöteborg – Hammarby&nbspIF,W 3–1 (1–0),Gamla&nbspUllevi (1916)5 399,5399
20000926,Allsvenskan,21,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 2–2 (1–0),Eyravallen12 514,12514
20000922,Svenska cupen,3,IK&nbspKongahälla –&nbspIFK&nbspGöteborg,W 1–6 (1–5),Kongevi&nbspIdrottsplats1 163,1163
20000919,Allsvenskan,20,IFK&nbspGöteborg – GAIS,W 3–2 (1–0),Ullevi22 011,22011
20000913,Svenska cupen,2,Vinbergs&nbspIF –&nbspIFK&nbspGöteborg,W 1–5 (1–4),Vinåvallen523,523
20000909,Allsvenskan,19,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Norrköpings&nbspIdrottspark7 937,7937
20000905,Allsvenskan,18,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Örjans&nbspvall10 343,10343
20000826,Allsvenskan,17,IFK&nbspGöteborg – GIF&nbspSundsvall,W 1–0 (1–0),Gamla&nbspUllevi (1916)4 133,4133
20000823,Svenska cupen,1,Trollhättans&nbspFK –&nbspIFK&nbspGöteborg,W 0–6 (0–3),Edsborgs&nbspIdrottsplats1 470,1470
20000819,Allsvenskan,16,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Olympia10 103,10103
20000812,Allsvenskan,15,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Ruddalens&nbspIdrottsplats4 168,4168
20000802,Allsvenskan,14,IFK&nbspGöteborg – Halmstads&nbspBK,L 1–2 (0–2),Gamla&nbspUllevi (1916)12 534,12534
20000730,Allsvenskan,13,AIK –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Råsunda&nbspFotbollsstadion20 650,20650
20000723,Allsvenskan,12,IFK&nbspGöteborg – AIK,D 2–2 (1–0),Gamla&nbspUllevi (1916)10 370,10370
20000719,Vänskapsmatch,N/A,Hallandskomb. –&nbspIFK&nbspGöteborg,W 1–4 (1–3),Åsa&nbspIdrottsplats705,705
20000716,Allsvenskan,11,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,L 0–2 (0–1),Gamla&nbspUllevi (1916)12 238,12238
20000711,Allsvenskan,10,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 2–1 (2–1),Gamla&nbspUllevi (1916)8 763,8763
20000705,Allsvenskan,9,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,D 2–2 (0–0),Sundsvalls&nbspIdrottspark9 500,9500
20000627,Vänskapsmatch,N/A,IFK&nbspGöteborg – BK&nbspHäcken,L 0–1 (0–1),Påskbergsvallen500,500
20000619,Vänskapsmatch,N/A,Falukomb. –&nbspIFK&nbspGöteborg,W 2–11 (2–3),Dalavallen1 000,1000
20000617,Vänskapsmatch,N/A,IFK&nbspGöteborg – Halmstads&nbspBK,D 1–1 (0–1),Mockfjärds&nbspIdrottsplats1 000,1000
20000528,Allsvenskan,8,IFK&nbspGöteborg – IFK&nbspNorrköping,D 2–2 (1–1),Gamla&nbspUllevi (1916)5 496,5496
20000522,Allsvenskan,7,GAIS –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Ullevi31 225,31225
20000516,Allsvenskan,6,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Söderstadion10 769,10769
20000511,Svenska cupen,Semifinal,IFK&nbspGöteborg – Örgryte&nbspIS,D 2–2 (1–1),Gamla&nbspUllevi (1916)7 292,7292
20000508,Allsvenskan,5,IFK&nbspGöteborg – Örebro&nbspSK,W 4–1 (3–1),Gamla&nbspUllevi (1916)6 200,6200
20000504,Svenska cupen,Kvartsfinal,IFK&nbspGöteborg – Lira&nbspBK,W 1–0 (0–0),Gamla&nbspUllevi (1916)1 350,1350
20000501,Allsvenskan,4,IFK&nbspGöteborg – IF&nbspElfsborg,W 1–0 (1–0),Gamla&nbspUllevi (1916)10 305,10305
20000421,Allsvenskan,3,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Vångavallen3 275,3275
20000417,Allsvenskan,2,IFK&nbspGöteborg – Örgryte&nbspIS,W 2–0 (2–0),Gamla&nbspUllevi (1916)17 023,17023
20000414,Svenska cupen,5,IK&nbspBrage –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Domnarsvallen2 407,2407
20000410,Allsvenskan,1,BK&nbspHäcken –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Rambergsvallen8 379,8379
20000401,Svenska cupen,4,KB&nbspKarlskoga –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Nobelstadion1 300,1300
20000329,Vänskapsmatch,N/A,Qviding&nbspFIF –&nbspIFK&nbspGöteborg,W 1–6 (0–3),Grimbo&nbspBollfält300,300
20000321,Vänskapsmatch,N/A,Motherwell&nbspFC –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Fir&nbspPark2 800,2800
20000318,Vänskapsmatch,N/A,Dundee&nbspUnited&nbspFC –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Tannadice&nbspPark4 358,4358
20000316,Vänskapsmatch,N/A,IFK&nbspGöteborg – Falkenbergs&nbspFF,W 6–0 (3–0),Ullevi302,302
20000313,Vänskapsmatch,N/A,IFK&nbspGöteborg – IK&nbspKongahälla,W 2–0 (2–0),Ullevi321,321
20000308,Vänskapsmatch,N/A,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 1–0 (1–0),Ullevi752,752
20000225,Vänskapsmatch,N/A,IFK&nbspGöteborg – Herfølge&nbspBK,D 1–1 (0–0),La&nbspManga,
20000223,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,D 2–2 (2–2),La&nbspManga,
20000221,Vänskapsmatch,N/A,IFK&nbspGöteborg – AaB,W 1–0 (0–0),La&nbspManga,
20000216,Vänskapsmatch,N/A,IFK&nbspGöteborg – Gunnilse&nbspIS,D 0–0 (0–0),Valhalla&nbspIdrottsplats,
20000212,Vänskapsmatch,N/A,FC&nbspKøbenhavn –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Idrætsparken3 689,3689
19991104,UEFA-cupen,2,AS&nbspRoma –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Roms&nbspOlympiastadion9 767,9767
19991030,Allsvenskan,26,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 0–1 (0–0),Ullevi15 322,15322
19991024,Allsvenskan,25,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Stockholms&nbspStadion2 688,2688
19991021,UEFA-cupen,2,IFK&nbspGöteborg – AS&nbspRoma,L 0–2 (0–1),Ullevi18 319,18319
19991018,Allsvenskan,24,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (0–1),Söderstadion10 011,10011
19991012,Svenska cupen,3,Qviding&nbspFIF –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Torpavallen700,700
19991004,Allsvenskan,23,IFK&nbspGöteborg – IFK&nbspNorrköping,L 2–3 (1–1),Gamla&nbspUllevi (1916)6 106,6106
19990930,UEFA-cupen,1,IFK&nbspGöteborg – Lech&nbspPoznan,D 0–0 (0–0),Ullevi4 910,4910
19990926,Allsvenskan,22,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 2–1 (1–0),Gamla&nbspUllevi (1916)5 018,5018
19990920,Allsvenskan,21,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Ryavallen10 058,10058
19990916,UEFA-cupen,1,Lech&nbspPoznan –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Stadion&nbspMiejski8 000,8000
19990911,Allsvenskan,20,IFK&nbspGöteborg – AIK,W 1–0 (0–0),Gamla&nbspUllevi (1916)10 863,10863
19990830,Allsvenskan,19,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Ruddalens&nbspIdrottsplats3 710,3710
19990826,UEFA-cupen,Kval,Cork&nbspCity&nbspFC –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Turners&nbspCross4 000,4000
19990822,Allsvenskan,18,IFK&nbspGöteborg – Kalmar&nbspFF,W 2–0 (1–0),Gamla&nbspUllevi (1916)6 072,6072
19990815,Allsvenskan,17,IFK&nbspGöteborg – Örgryte&nbspIS,W 1–0 (0–0),Gamla&nbspUllevi (1916)15 618,15618
19990812,UEFA-cupen,Kval,IFK&nbspGöteborg – Cork&nbspCity&nbspFC,W 3–0 (1–0),Ullevi3 278,3278
19990808,Allsvenskan,16,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,L 4–0 (2–0),Örjans&nbspvall7 509,7509
19990802,Allsvenskan,15,IFK&nbspGöteborg – Malmö&nbspFF,W 1–0 (1–0),Gamla&nbspUllevi (1916)8 555,8555
19990728,Allsvenskan,14,Örebro&nbspSK –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Eyravallen8 303,8303
19990725,Svenska cupen,2,Trollhättans&nbspFK –&nbspIFK&nbspGöteborg,W 1–3 (0–0),Edsborgs&nbspIdrottsplats2 076,2076
19990722,Vänskapsmatch,N/A,IFK&nbspGöteborg – SS&nbspLazio,D 1–1 (1–1),Ullevi37 715,37715
19990717,Vänskapsmatch,N/A,Langesundskomb. –&nbspIFK&nbspGöteborg,W 1–7 (0–4),Slåttnes,
19990715,Vänskapsmatch,N/A,IFK&nbspGöteborg – Blackburn&nbspRovers,D 1–1 (1–0),Siljevi&nbspIdrottsplats2 000,2000
19990704,Allsvenskan,13,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Fredriksskans9 098,9098
19990630,Allsvenskan,12,IFK&nbspGöteborg – Örebro&nbspSK,L 0–1 (0–0),Gamla&nbspUllevi (1916)5 362,5362
19990622,Allsvenskan,11,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Malmö&nbspStadion12 975,12975
19990614,Allsvenskan,10,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 1–0 (1–0),Gamla&nbspUllevi (1916)8 288,8288
19990608,Allsvenskan,9,AIK –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Råsunda&nbspFotbollsstadion14 304,14304
19990531,Allsvenskan,8,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Norrköpings&nbspIdrottspark5 722,5722
19990524,Allsvenskan,7,IFK&nbspGöteborg – Hammarby&nbspIF,D 2–2 (2–0),Gamla&nbspUllevi (1916)6 555,6555
19990520,Svenska cupen,Final 2,IFK&nbspGöteborg – AIK,D 0–0 (0–0),Ullevi13 853,13853
19990517,Allsvenskan,6,IFK&nbspGöteborg – Halmstads&nbspBK,D 1–1 (1–0),Gamla&nbspUllevi (1916)6 669,6669
19990514,Svenska cupen,Final 1,AIK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Råsunda&nbspFotbollsstadion9 171,9171
19990511,Allsvenskan,5,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 2–2 (1–0),Gamla&nbspUllevi (1916)10 292,10292
19990506,Svenska cupen,Semifinal,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Malmö&nbspStadion4 676,4676
19990503,Allsvenskan,4,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–0 (1–0),Gamla&nbspUllevi (1916)9 164,9164
19990425,Allsvenskan,3,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,L 3–1 (1–0),Vångavallen2 847,2847
19990422,Allsvenskan,2,IFK&nbspGöteborg – Djurgårdens&nbspIF,D 0–0 (0–0),Gamla&nbspUllevi (1916)6 081,6081
19990415,Svenska cupen,Kvartsfinal,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–3 (0–2),Norrköpings&nbspIdrottspark1 045,1045
19990410,Allsvenskan,1,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (0–0),Olympia13 918,13918
19990403,Svenska cupen,5,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (1–1),Ullevi1 950,1950
19990330,Vänskapsmatch,N/A,IFK&nbspGöteborg – Holmalunds&nbspIF,W 1–0 (0–0),Larv&nbspIP,
19990324,Vänskapsmatch,N/A,IFK&nbspGöteborg – Gunnilse&nbspIS,L 1–3 (0–0),"Heden,&nbspplan&nbsp1 (konstgräs)",
19990320,Svenska cupen,4,Ljungskile&nbspSK –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Slottsskogsvallen1 096,1096
19990311,Vänskapsmatch,N/A,Shanghai&nbspShenhua&nbspFC –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Shanghai&nbspStadium50 000,50000
19990303,Vänskapsmatch,N/A,Odense&nbspBK –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Dyrskuepladsen,
19990224,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,W 3–0 (2–0),Valhalla&nbspIdrottsplats3 000,3000
19990219,Vänskapsmatch,N/A,IFK&nbspGöteborg – Molde&nbspFK,L 0–6 (0–2),La&nbspManga,
19990217,Vänskapsmatch,N/A,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 0–1 (0–1),La&nbspManga,
19990215,Vänskapsmatch,N/A,IFK&nbspGöteborg – Rosenborg&nbspBK,D 3–3 (1–2),La&nbspManga,
19990210,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stenungsunds&nbspIF,W 2–1 (2–1),Valhalla&nbspIdrottsplats,
19990206,Vänskapsmatch,N/A,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 7–0 (5–0),Valhalla&nbspIdrottsplats,
19990203,Vänskapsmatch,N/A,IFK&nbspGöteborg – Qviding&nbspFIF,W 5–1 (4–0),Valhalla&nbspIdrottsplats,
19981108,Allsvenskan,26,IFK&nbspGöteborg – Östers&nbspIF,D 1–1 (0–0),Gamla&nbspUllevi (1916)2 863,2863
19981031,Allsvenskan,25,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–0),Ruddalens&nbspIdrottsplats4 589,4589
19981027,Allsvenskan,24,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 0–1 (0–1),Ullevi5 914,5914
19981020,Allsvenskan,23,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Gamla&nbspUllevi (1916)6 679,6679
19981005,Allsvenskan,22,IFK&nbspGöteborg – Hammarby&nbspIF,D 2–2 (1–0),Gamla&nbspUllevi (1916)10 832,10832
19980927,Svenska cupen,3,Torslanda&nbspIK –&nbspIFK&nbspGöteborg,W 1–3 (0–3),Torslandavallen1 387,1387
19980924,Allsvenskan,21,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Norrköpings&nbspIdrottspark7 040,7040
19980920,Allsvenskan,20,IFK&nbspGöteborg – Trelleborgs&nbspFF,W 1–0 (0–0),Gamla&nbspUllevi (1916)3 877,3877
19980910,Allsvenskan,19,AIK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Råsunda&nbspFotbollsstadion14 279,14279
