Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
19360513,Allsvenskan,18,Gårda&nbspBK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Gamla&nbspUllevi (1916)5 596,5596
19360508,Allsvenskan,17,IFK&nbspGöteborg – Örgryte&nbspIS,D 0–0 (0–0),Gamla&nbspUllevi (1916)8 907,8907
19360503,Allsvenskan,16,IFK&nbspGöteborg – Sandvikens&nbspIF,D 2–2 (0–1),Gamla&nbspUllevi (1916)8 425,8425
19360426,Allsvenskan,15,IFK&nbspGöteborg – IF&nbspElfsborg,D 1–1 (0–1),Gamla&nbspUllevi (1916)21 369,21369
19360419,Allsvenskan,14,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Örjans&nbspvall3 781,3781
19360413,Allsvenskan,13,IFK&nbspGöteborg – Landskrona&nbspBoIS,W 1–0 (0–0),Gamla&nbspUllevi (1916)6 115,6115
19360405,Vänskapsmatch,N/A,IK&nbspTord –&nbspIFK&nbspGöteborg,W 1–3 (0–0),Stadsparksvallen1 800,1800
19360329,Vänskapsmatch,N/A,IFK&nbspMalmö –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Malmö&nbspIdrottsplats1 798,1798
19360325,Triangelserien,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,L 0–3 (0–2),Gamla&nbspUllevis&nbsplilla&nbspplan3 750,3750
19360315,Triangelserien,N/A,GAIS –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Gamla&nbspUllevis&nbsplilla&nbspplan2 072,2072
19360308,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 0–6 (0–2),Karl&nbspJohans&nbspTorg10 000,10000
19351117,Vänskapsmatch,N/A,IFK&nbspGöteborg – FK&nbspLyn,L 2–5 (1–2),Gamla&nbspUllevi (1916)3 733,3733
19351110,Vänskapsmatch,N/A,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,W 1–5 (0–2),Stockholms&nbspStadion3 768,3768
19351103,Allsvenskan,12,IFK&nbspGöteborg – IFK&nbspNorrköping,D 1–1 (0–1),Gamla&nbspUllevi (1916)12 124,12124
19351027,Allsvenskan,11,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Ramnavallen10 949,10949
19351020,Allsvenskan,10,IK&nbspSleipner –&nbspIFK&nbspGöteborg,W 2–4 (2–2),Norrköpings&nbspIdrottspark6 722,6722
19351013,Allsvenskan,9,IFK&nbspGöteborg – AIK,W 1–0 (0–0),Gamla&nbspUllevi (1916)19 388,19388
19351006,Allsvenskan,8,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Landskrona&nbspIdrottsplats4 084,4084
19350915,Allsvenskan,7,IFK&nbspGöteborg – IK&nbspSleipner,L 0–4 (0–3),Gamla&nbspUllevi (1916)8 502,8502
19350908,Vänskapsmatch,N/A,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (1–0),Olympia2 300,2300
19350825,Allsvenskan,6,IFK&nbspEskilstuna –&nbspIFK&nbspGöteborg,W 2–5 (2–2),Tunavallen4 905,4905
19350818,Allsvenskan,5,IFK&nbspGöteborg – IFK&nbspEskilstuna,W 4–1 (3–0),Gamla&nbspUllevi (1916)5 944,5944
19350816,Allsvenskan,4,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–3 (0–2),Gamla&nbspUllevi (1916)9 501,9501
19350807,Allsvenskan,3,IFK&nbspGöteborg – Gårda&nbspBK,D 0–0 (0–0),Gamla&nbspUllevi (1916)10 014,10014
19350802,Allsvenskan,2,GAIS –&nbspIFK&nbspGöteborg,W 0–5 (0–3),Gamla&nbspUllevi (1916)8 356,8356
19350728,Allsvenskan,1,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,2150
19350721,Vänskapsmatch,N/A,IFK&nbspVärnamo –&nbspIFK&nbspGöteborg,W 1–8 (1–4),"Nya&nbspIdrottsplatsen,&nbspVärnamo1 100",1100
19350707,Vänskapsmatch,N/A,Munkedals&nbspIF –&nbspIFK&nbspGöteborg,W 2–5 (1–3),Bovallstrands&nbspIdrottsplats1 400,1400
19350610,Allsvenskan,22,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Ramnavallen9 246,9246
19350602,Allsvenskan,21,IFK&nbspGöteborg – Gefle&nbspIF,W 7–3 (4–2),Gamla&nbspUllevi (1916)4 047,4047
19350526,Allsvenskan,20,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 4–1 (0–0),Gamla&nbspUllevi (1916)11 932,11932
19350517,Allsvenskan,19,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Gamla&nbspUllevi (1916)13 528,13528
19350510,Allsvenskan,18,IFK&nbspGöteborg – GAIS,W 4–0 (3–0),Gamla&nbspUllevi (1916)14 272,14272
19350505,Allsvenskan,17,IFK&nbspGöteborg – IF&nbspElfsborg,W 1–0 (0–0),Gamla&nbspUllevi (1916)11 915,11915
19350428,Allsvenskan,16,IK&nbspSleipner –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Norrköpings&nbspIdrottspark8 500,8500
19350422,Allsvenskan,15,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,6557
19350414,Allsvenskan,14,IFK&nbspGöteborg – IFK&nbspEskilstuna,W 3–0 (0–0),Slottsskogsvallen8 979,8979
19350407,Vänskapsmatch,N/A,IK&nbspTord –&nbspIFK&nbspGöteborg,W 1–10 (1–5),Stadsparksvallen2 200,2200
19350325,Triangelserien,N/A,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–3 (1–0),Slottsskogsvallen,
19350317,Triangelserien,N/A,IFK&nbspGöteborg – GAIS,W 4–3 (4–1),Slottsskogsvallen3 396,3396
19350310,Vänskapsmatch,N/A,Fässbergs&nbspIF –&nbspIFK&nbspGöteborg,W 1–3 (1–0),Kvarnbyvallen700,700
19350303,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 0–9 (0–1),Karl&nbspJohans&nbspTorg5 000,5000
19341209,Vänskapsmatch,N/A,Kjøbenhavns&nbspBK –&nbspIFK&nbspGöteborg,W 3–4 (1–2),Idrætsparken3 000,3000
19341202,Vänskapsmatch,N/A,IFK&nbspGöteborg – Smålagskomb.,L 2–6 (1–3),Slottsskogsvallen1 016,1016
19341111,Allsvenskan,13,IFK&nbspGöteborg – IK&nbspSleipner,W 2–0 (1–0),Slottsskogsvallen10 635,10635
19341104,Allsvenskan,12,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Landskrona&nbspIdrottsplats2 039,2039
19341028,Allsvenskan,11,AIK –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Stockholms&nbspStadion19 742,19742
19341021,Allsvenskan,10,IFK&nbspGöteborg – AIK,W 1–0 (0–0),Gamla&nbspUllevi (1916)21 740,21740
19341014,Allsvenskan,9,Gefle&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Strömvallen6 475,6475
19341007,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,L 2–3 (2–1),Slottsskogsvallen7 000,7000
19340930,Allsvenskan,8,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,D 2–2 (2–0),Olympia4 774,4774
19340917,Allsvenskan,7,IFK&nbspGöteborg – Landskrona&nbspBoIS,W 2–1 (1–0),Gamla&nbspUllevi (1916)9 247,9247
19340909,Allsvenskan,6,IFK&nbspEskilstuna –&nbspIFK&nbspGöteborg,L 3–2 (0–1),Tunavallen5 529,5529
19340902,Vänskapsmatch,N/A,IK&nbspBrage –&nbspIFK&nbspGöteborg,W 2–6 (0–3),Domnarsvallen7 500,7500
19340826,Allsvenskan,5,IFK&nbspGöteborg – Halmstads&nbspBK,W 1–0 (1–0),Gamla&nbspUllevi (1916)11 336,11336
19340817,Allsvenskan,4,IFK&nbspGöteborg – Örgryte&nbspIS,W 4–1 (2–1),Gamla&nbspUllevi (1916)16 236,16236
19340810,Allsvenskan,3,GAIS –&nbspIFK&nbspGöteborg,W 2–5 (0–2),Gamla&nbspUllevi (1916)11 454,11454
19340805,Allsvenskan,2,IFK&nbspGöteborg – Sandvikens&nbspIF,W 3–0 (1–0),Gamla&nbspUllevi (1916)7 601,7601
19340729,Allsvenskan,1,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Örjans&nbspvall6 396,6396
19340715,Vänskapsmatch,N/A,IFK&nbspMalmö –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Malmö&nbspIdrottsplats,
19340711,Vänskapsmatch,N/A,IFK&nbspGöteborg – IFK&nbspGöteborg&nbspB,W 5–0 (1–0),Gamla&nbspUllevis&nbsplilla&nbspplan500,500
19340701,Vänskapsmatch,N/A,Lysekils&nbspstadslag –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Gullmarsvallen,
19340624,Vänskapsmatch,N/A,IFK&nbspKarlskrona –&nbspIFK&nbspGöteborg,W 0–3 (0–1),"Idrottsplatsen,&nbspKarlskrona",
19340623,Vänskapsmatch,N/A,IFK&nbspKarlshamn –&nbspIFK&nbspGöteborg,W 2–5 (1–4),Vägga&nbspIdrottsplats,
19340521,Allsvenskan,20,Gefle&nbspIF –&nbspIFK&nbspGöteborg,L 4–3 (1–2),Strömvallen5 942,5942
19340513,Allsvenskan,19,IFK&nbspGöteborg – AIK,D 3–3 (2–1),Gamla&nbspUllevi (1916)16 026,16026
19340506,Allsvenskan,18,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 1–2 (0–1),Örjans&nbspvall4 597,4597
19340504,Allsvenskan,17,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 3–0 (0–2),Gamla&nbspUllevi (1916)14 369,14369
19340429,Allsvenskan,16,IFK&nbspGöteborg – IS&nbspHalmia,W 3–1 (2–0),Gamla&nbspUllevi (1916)14 369,14369
19340427,Allsvenskan,15,IFK&nbspGöteborg – GAIS,L 1–2 (0–1),Gamla&nbspUllevi (1916)11 542,11542
19340422,Vänskapsmatch,N/A,Skara&nbspIF –&nbspIFK&nbspGöteborg,W 1–8 (1–3),Skaravallen,
19340415,Allsvenskan,14,IFK&nbspGöteborg – Gefle&nbspIF,W 4–0 (2–0),Gamla&nbspUllevi (1916)7 254,7254
19340409,Vänskapsmatch,N/A,Vara&nbspSK –&nbspIFK&nbspGöteborg,W 0–10 (0–4),Torsvallen,
19340402,Allsvenskan,13,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (0–0),Gamla&nbspUllevi (1916)10 824,10824
19340325,Triangelserien,N/A,GAIS –&nbspIFK&nbspGöteborg,D 3–3 (3–1),Slottsskogsvallen4 542,4542
19340318,Triangelserien,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 3–1 (2–0),Slottsskogsvallen3 857,3857
19340311,Vänskapsmatch,N/A,Jonsereds&nbspIF –&nbspIFK&nbspGöteborg,W 1–11 (1–2),"Idrottsplatsen,&nbspJonsered550",550
19340304,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 0–8 (0–5),Karl&nbspJohans&nbspTorg10 000,10000
19331126,Vänskapsmatch,N/A,Kjøbenhavns&nbspBK –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Idrætsparken,
19331119,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kjøbenhavns&nbspBK,W 3–2 (1–2),Gamla&nbspUllevi (1916)4 896,4896
19331112,Allsvenskan,12,IFK&nbspGöteborg – Sandvikens&nbspIF,W 5–2 (1–1),Gamla&nbspUllevi (1916)8 547,8547
19331105,Allsvenskan,11,IS&nbspHalmia –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Örjans&nbspvall3 868,3868
19331029,Vänskapsmatch,N/A,FK&nbspLyn –&nbspIFK&nbspGöteborg,L 4–3 (0–1),Ullevål&nbspStadion1 500,1500
19331022,Allsvenskan,10,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 4–2 (3–2),Gamla&nbspUllevi (1916)22 820,22820
19331015,Vänskapsmatch,N/A,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 1–3 (0–1),Malmö&nbspIdrottsplats7 834,7834
19331008,Allsvenskan,9,IFK&nbspEskilstuna –&nbspIFK&nbspGöteborg,W 2–9 (1–3),Tunavallen5 390,5390
19331001,Allsvenskan,8,IFK&nbspGöteborg – IFK&nbspEskilstuna,W 4–3 (1–1),Gamla&nbspUllevi (1916)14 776,14776
19330910,Allsvenskan,7,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Olympia7 437,7437
19330903,Vänskapsmatch,N/A,IFK&nbspGöteborg – Malmö&nbspFF,W 5–0 (5–0),Gamla&nbspUllevi (1916)7 258,7258
19330827,Allsvenskan,6,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Ramnavallen5 108,5108
19330820,Allsvenskan,5,AIK –&nbspIFK&nbspGöteborg,W 2–3 (1–2),Stockholms&nbspStadion13 941,13941
19330813,Allsvenskan,4,IFK&nbspGöteborg – Halmstads&nbspBK,L 1–3 (0–1),Gamla&nbspUllevi (1916)7 940,7940
19330811,Allsvenskan,3,IFK&nbspGöteborg – Örgryte&nbspIS,W 4–0 (3–0),Gamla&nbspUllevi (1916)9 301,9301
19330804,Allsvenskan,2,GAIS –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Gamla&nbspUllevi (1916)8 205,8205
19330730,Allsvenskan,1,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,L 4–1 (3–1),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,3327
19330723,Vänskapsmatch,N/A,Alingsås&nbspIF –&nbspIFK&nbspGöteborg,W 2–5 (0–2),Mjörnvallen350,350
19330718,Vänskapsmatch,N/A,Vänersborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–8 (0–1),"Idrottsplatsen,&nbspVänersborg800",800
19330702,Vänskapsmatch,N/A,Växjö&nbspFF –&nbspIFK&nbspGöteborg,W 4–5 (2–3),Gamla&nbspVärendsvallen1 300,1300
19330630,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kjøbenhavns&nbspBK,W 3–0,Gamla&nbspUllevi (1916),
19330624,Vänskapsmatch,N/A,Hvetlanda&nbspGIF –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Vetlanda1 200,1200
19330623,Vänskapsmatch,N/A,IFK&nbspEksjö –&nbspIFK&nbspGöteborg,W 2–4,"Nya&nbspIdrottsplatsen,&nbspEksjö800",800
19330605,Allsvenskan,22,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 2–4 (1–2),Landskrona&nbspIdrottsplats2 819,2819
19330528,Allsvenskan,21,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 5–3 (3–2),Olympia7 245,7245
19330525,Allsvenskan,20,IFK&nbspGöteborg – AIK,W 3–0 (2–0),Gamla&nbspUllevi (1916)10 733,10733
19330521,Allsvenskan,19,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–2 (2–0),Ramnavallen4 688,4688
19330512,Allsvenskan,18,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 3–1 (0–1),Gamla&nbspUllevi (1916)10 187,10187
19330507,Allsvenskan,17,IFK&nbspGöteborg – IS&nbspHalmia,W 1–0 (0–0),Gamla&nbspUllevi (1916)9 613,9613
19330505,Allsvenskan,16,IFK&nbspGöteborg – GAIS,W 3–1 (1–1),Gamla&nbspUllevi (1916)13 267,13267
19330430,Vänskapsmatch,N/A,Karlstad&nbspIK –&nbspIFK&nbspGöteborg,W 0–4 (0–2),Tingvalla&nbspIdrottsplats1 000,1000
19330423,Vänskapsmatch,N/A,Varbergs&nbspGIF –&nbspIFK&nbspGöteborg,W 3–6 (1–4),Påskbergsvallen,
19330417,Allsvenskan,15,IFK&nbspGöteborg – Sandvikens&nbspIF,W 1–0 (0–0),Gamla&nbspUllevi (1916)10 277,10277
19330409,Allsvenskan,14,IFK&nbspGöteborg – IK&nbspSleipner,W 5–0 (1–0),Gamla&nbspUllevi (1916)7 393,7393
19330402,Vänskapsmatch,N/A,Trollhättans&nbspIF –&nbspIFK&nbspGöteborg,W 2–9 (0–4),"Nya&nbspIdrottsplatsen,&nbspTrollhättan",
19330325,Triangelserien,N/A,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–4 (1–1),Slottsskogsvallen4 949,4949
19330319,Triangelserien,N/A,IFK&nbspGöteborg – GAIS,L 1–4 (0–2),Slottsskogsvallen5 681,5681
19330312,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 1–4 (1–1),Karl&nbspJohans&nbspTorg8 000,8000
19321113,Vänskapsmatch,N/A,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 4–2 (2–0),Gamla&nbspUllevi (1916)4 991,4991
19321030,Allsvenskan,13,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 2–2 (1–1),Gamla&nbspUllevi (1916)13 554,13554
19321023,Allsvenskan,12,IS&nbspHalmia –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Örjans&nbspvall4 702,4702
19321016,Vänskapsmatch,N/A,Alingsås&nbspIF –&nbspIFK&nbspGöteborg,W 0–4 (0–2),Mjörnvallen700,700
19321009,Allsvenskan,11,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (2–1),Gamla&nbspUllevi (1916)11 765,11765
19321002,Allsvenskan,10,IK&nbspSleipner –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Norrköpings&nbspIdrottspark6 119,6119
19320918,Allsvenskan,9,AIK –&nbspIFK&nbspGöteborg,L 6–1 (3–0),Stockholms&nbspStadion10 767,10767
19320911,Allsvenskan,8,IFK&nbspGöteborg – Malmö&nbspFF,W 7–2 (2–2),Gamla&nbspUllevi (1916)7 869,7869
19320904,Allsvenskan,7,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,5419
19320828,Allsvenskan,6,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 0–5 (0–2),Malmö&nbspIdrottsplats6 648,6648
19320821,Allsvenskan,5,IFK&nbspGöteborg – Landskrona&nbspBoIS,W 5–1 (1–1),Gamla&nbspUllevi (1916)6 264,6264
19320819,Allsvenskan,4,GAIS –&nbspIFK&nbspGöteborg,D 2–2 (2–0),Gamla&nbspUllevi (1916)7 701,7701
19320812,Allsvenskan,3,IFK&nbspGöteborg – Örgryte&nbspIS,L 3–6 (3–2),Gamla&nbspUllevi (1916)6 858,6858
19320807,Allsvenskan,2,IFK&nbspEskilstuna –&nbspIFK&nbspGöteborg,L 3–1 (0–1),Tunavallen3 017,3017
19320731,Allsvenskan,1,IFK&nbspGöteborg – IFK&nbspEskilstuna,W 4–0 (2–0),Gamla&nbspUllevi (1916)7 567,7567
19320724,Vänskapsmatch,N/A,IFK&nbspVärnamo –&nbspIFK&nbspGöteborg,W 1–6 (1–2),"Idrottsplatsen,&nbspVärnamo",
19320720,GT:s int. Fotbollsvecka,N/A,GAIS –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Gamla&nbspUllevi (1916)3 565,3565
19320717,GT:s int. Fotbollsvecka,N/A,IFK&nbspGöteborg – SK&nbspAdmira&nbspWien,D 0–0 (0–0),Gamla&nbspUllevi (1916)4 595,4595
19320626,Vänskapsmatch,N/A,IFK Östersund –&nbspIFK&nbspGöteborg,D 3–3 (1–0),Hofvallen1 904,1904
19320624,Vänskapsmatch,N/A,Bollsta&nbspIK –&nbspIFK&nbspGöteborg,W 0–7 (0–3),Bollstabruk2 000,2000
19320622,Vänskapsmatch,N/A,IF Älgarna –&nbspIFK&nbspGöteborg,W 2–6 (1–4),Härnösands&nbspIdrottsplats1 400,1400
19320621,Vänskapsmatch,N/A,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Sundsvalls&nbspIdrottspark3 500,3500
19320620,Vänskapsmatch,N/A,Strands&nbspIF –&nbspIFK&nbspGöteborg,W 2–8 (1–5),"Nya&nbspIdrottsplatsen,&nbspHudiksvall1 027",1027
19320619,Vänskapsmatch,N/A,Gefle&nbspIF –&nbspIFK&nbspGöteborg,W 1–4 (1–2),Strömvallen,
19320610,Vänskapsmatch,N/A,Trollhättans&nbspIF –&nbspIFK&nbspGöteborg,D 2–2 (1–1),"Nya&nbspIdrottsplatsen,&nbspTrollhättan1 200",1200
19320605,Allsvenskan,22,IFK&nbspGöteborg – IFK&nbspMalmö,W 1–0 (0–0),Gamla&nbspUllevi (1916)4 343,4343
19320529,Allsvenskan,21,Hallstahammars&nbspSK –&nbspIFK&nbspGöteborg,W 0–4 (0–1),Trollebo&nbspIdrottsplats2 461,2461
19320527,Allsvenskan,20,GAIS –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Gamla&nbspUllevi (1916)7 216,7216
19320522,Vänskapsmatch,N/A,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Ramnavallen,
19320516,Allsvenskan,19,IFK&nbspGöteborg – IFK&nbspEskilstuna,L 2–4 (1–2),Gamla&nbspUllevi (1916)7 655,7655
19320513,Allsvenskan,18,IFK&nbspGöteborg – Örgryte&nbspIS,L 1–4 (0–3),Gamla&nbspUllevi (1916)11 473,11473
19320508,Allsvenskan,17,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Landskrona&nbspIdrottsplats2 237,2237
19320501,Allsvenskan,16,IFK&nbspGöteborg – Malmö&nbspFF,W 6–1 (1–1),Gamla&nbspUllevi (1916)11 573,11573
19320417,Vänskapsmatch,N/A,IK&nbspTord –&nbspIFK&nbspGöteborg,W 2–3 (1–2),Stadsparksvallen3 238,3238
19320410,Allsvenskan,15,IFK&nbspGöteborg – Hallstahammars&nbspSK,W 6–1 (4–1),Slottsskogsvallen5 072,5072
19320403,Allsvenskan,14,IFK&nbspGöteborg – Landskrona&nbspBoIS,D 2–2 (0–0),Slottsskogsvallen9 244,9244
19320327,Triangelserien,N/A,GAIS –&nbspIFK&nbspGöteborg,L 6–3 (3–1),Slottsskogsvallen4 423,4423
19320325,Triangelserien,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,L 1–5 (1–4),Slottsskogsvallen6 417,6417
19320319,Vänskapsmatch,N/A,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 2–3 (0–1),Örjans&nbspvall1 600,1600
19311129,Vänskapsmatch,N/A,Karlstad&nbspIK –&nbspIFK&nbspGöteborg,W 2–7 (1–2),Tingvalla&nbspIdrottsplats1 200,1200
19311101,Allsvenskan,13,AIK –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Stockholms&nbspStadion21 315,21315
19311025,Allsvenskan,12,IFK&nbspGöteborg – AIK,W 2–1 (1–0),Slottsskogsvallen21 580,21580
19311018,Allsvenskan,11,IK&nbspSleipner –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Norrköpings&nbspIdrottspark9 811,9811
19311011,Allsvenskan,10,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 5–1 (2–0),Olympia6 558,6558
19311004,Allsvenskan,9,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 1–1 (1–1),Slottsskogsvallen14 928,14928
19310927,Vänskapsmatch,N/A,Kjøbenhavns&nbspBK –&nbspIFK&nbspGöteborg,D 2–2 (1–2),Idrætsparken3 000,3000
19310920,Allsvenskan,8,IFK&nbspMalmö –&nbspIFK&nbspGöteborg,W 1–5 (0–3),Malmö&nbspIdrottsplats6 679,6679
19310913,Allsvenskan,7,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 2–3 (1–2),Ramnavallen4 628,4628
19310906,Allsvenskan,6,IFK&nbspGöteborg – IF&nbspElfsborg,W 4–1 (2–0),Slottsskogsvallen8 564,8564
19310830,Allsvenskan,5,IFK&nbspEskilstuna –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Tunavallen6 920,6920
19310821,Allsvenskan,4,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Slottsskogsvallen10 674,10674
19310816,Allsvenskan,3,IFK&nbspGöteborg – IK&nbspSleipner,W 5–2 (3–2),Slottsskogsvallen7 547,7547
19310807,Allsvenskan,2,IFK&nbspGöteborg – GAIS,L 1–2 (1–1),Slottsskogsvallen6 250,6250
19310802,Allsvenskan,1,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Malmö&nbspIdrottsplats6 085,6085
19310722,GT:s int. Fotbollsvecka,Final,IFK&nbspGöteborg – GAIS,D 2–2 (1–2),Slottsskogsvallen5 276,5276
19310717,GT:s int. Fotbollsvecka,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 2–0 (1–0),Slottsskogsvallen4 163,4163
19310626,Vänskapsmatch,N/A,Odense&nbspBK –&nbspIFK&nbspGöteborg,W 1–7 (0–5),Odense&nbspStadion650,650
19310625,Vänskapsmatch,N/A,Aarhus&nbspGF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Aarhus&nbspIdrætspark3 500,3500
19310623,Vänskapsmatch,N/A,Kjøbenhavns&nbspBK –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Idrætsparken4 000,4000
19310621,Vänskapsmatch,N/A,IFK&nbspKristianstad –&nbspIFK&nbspGöteborg,W 1–8 (1–1),Kristianstads&nbspIdrottsplats2 000,2000
19310607,Allsvenskan,22,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 2–3 (1–3),Landskrona&nbspIdrottsplats1 395,1395
19310531,Allsvenskan,21,IFK&nbspGöteborg – AIK,D 2–2 (1–1),Slottsskogsvallen14 531,14531
19310527,Allsvenskan,20,IFK&nbspGöteborg – Örgryte&nbspIS,W 3–1 (3–1),Slottsskogsvallen5 186,5186
19310520,Allsvenskan,19,Redbergslids&nbspIK –&nbspIFK&nbspGöteborg,W 1–6 (1–1),Slottsskogsvallen6 601,6601
19310517,Allsvenskan,18,IFK&nbspGöteborg – Landskrona&nbspBoIS,W 2–1 (2–0),Slottsskogsvallen10 166,10166
19310508,Allsvenskan,17,GAIS –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Slottsskogsvallen10 147,10147
19310503,Allsvenskan,16,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 1–0 (1–0),Slottsskogsvallen20 050,20050
19310426,Allsvenskan,15,IK&nbspSleipner –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Norrköpings&nbspIdrottspark5 544,5544
19310419,Allsvenskan,14,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Olympia6 359,6359
19310412,Vänskapsmatch,N/A,Surte&nbspIS –&nbspIFK&nbspGöteborg,W 0–3 (0–0),Surte&nbspIdrotsplatts,
19310406,Vänskapsmatch,N/A,Skene&nbspIF –&nbspIFK&nbspGöteborg,W 1–8 (0–5),Skene&nbspIdrottsplats,
19310403,Allsvenskan,13,IFK&nbspGöteborg – IFK&nbspEskilstuna,W 6–0 (0–0),Slottsskogsvallen8 942,8942
